text,zone,label
"Organisierter Callcenterbetrug; sogenannter Schockanruf – Allach Am Mittwoch, 22.11.2023, gegen 16:45 Uhr, erhielt eine über 80-Jährige mit Wohnsitz in München einen Anruf durch eine unbekannte Person. Diese teilte der Seniorin mit, dass ein Angehöriger einen tödlichen Verkehrsunfall versucht hätte und nun eine Kaution von mehreren zehntausend Euro geleistet werden müsse, damit der Angehörige nicht ins Gefängnis überstellt werden würde. Daraufhin übergab die über 80-Jährige kurze Zeit später Bargeld (mehrere zehntausend Euro) an einen unbekannten Abholer im Umfeld ihres Wohnhauses. Erst nach Rücksprache mit Angehörigen fiel der Betrug auf. Die Ermittlungen in diesem Fall führt das Kommissariat 61 der Münchner Kriminalpolizei. Der Abholer wird wie folgt beschrieben: Männlich, ca. 1,80 m groß, Kapuzenpullover, dunkle Hose, mitteleuropäisches Erscheinungsbild Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Sickenbergerstraße, Allacher Straße, Von-Kahr-Straße (Allach) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 61, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen. Hinweis Ihrer Münchner Polizei: Falsche Polizei- oder Kriminalbeamte und auch andere angebliche Amtspersonen (z. B. Richter, Staatsanwalt, etc.) verwenden häufig den Trick, dass ein Familienmitglied bzw. ein Angehöriger einen schweren Unfall verursacht hat und nun zur Abwendung einer Haft oder sonstigen Festhaltung eine entsprechende Kaution fällig sei. Vergewissern Sie sich bitte durch einen selbstständigen Anruf beim Polizeinotruf 110, ob es sich tatsächlich um einen echten Anruf handeln könnte. Wenn Sie den Polizeinotruf 110 anrufen, vergewissern Sie sich bitte, dass ein vorheriger Anruf auch definitiv beendet wurde, indem der Hörer aufgelegt oder eine entsprechende Taste eines Mobiltelefons gedrückt wurde. Dieser Hinweis gilt außerdem für Betrugsmaschen ähnlicher Art. Wenn Sie Anrufe von vermeintlichen Personen anderer Behörden erhalten, vergewissern Sie sich über einen unabhängigen Anruf bei dieser Behörde oder beim Polizeinotruf 110, ob der Anrufer tatsächlich in deren Auftrag bei Ihnen angerufen hat. Wichtige Tipps gegen den Betrug durch Falsche Polizeibeamte: Halten Sie in allen Fällen telefonische Rücksprache zu Ihrer Familie/Angehörigen. Geben Sie am Telefon keine Details zu Ihren finanziellen Verhältnissen preis. Die Polizei oder vergleichbare Amtspersonen werden Sie niemals um die Aushändigung von Geld oder sonstige Wertsachen bitten. Lassen Sie keine Unbekannten in Ihre Wohnung. Lassen Sie sich nicht unter Druck setzen Übergeben Sie grundsätzlich niemals Geld an fremde Personen und stellen Sie auch niemals Wertgegenstände zur Abholung vor die Tür. Ein Video mit Originalaufnahmen eines Telefongesprächs sowie weitere Informationen zum organisierten Callcenterbetrug gibt es unter: https://www.polizei.bayern.de/muenchen/callcenterbetrug",23,2
"Einbruch in Lebensmittelgeschäft – Ramersdorf Am Dienstag, 21.11.2023, gegen 23:50 Uhr, wurde durch einen bislang unbekannten Täter in ein Lebensmittelgeschäft eingebrochen. Durch das gewaltsame Öffnen eines Fensters verschaffte er sich Zutritt zu den Verkaufsräumen. Aus diesen entwendete er Gegenstände im Wert von mehreren tausend Euro. Anschließend flüchtete der Täter unerkannt in unbekannte Richtung. Der Täter wird wie folgt beschrieben: Männlich, mit einer dunklen Kopfbedeckung, Schal ins Gesicht gezogen, bekleidet mit einer dunklen Jacke mit der Aufschrift Keta-Security und einer dunklen Hose Die weiteren Ermittlungen in diesem Fall werden vom Kommissariat 52 (Einbruchsdelikte) der Münchner Kriminalpolizei geführt. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Balanstraße, St.-Martin-Straße, St.-Cajetan-Straße (Ramersdorf) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 52, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",16,2
"Einbruch in Wohnung – Lehel Im Zeitraum von Montag, 13.11.2023, gegen 11:00 Uhr bis Mittwoch, 22.11.2023, gegen 15:15 Uhr, wurde in eine Wohnung eines Mehrfamilienhauses eingebrochen. Der oder die bislang unbekannten Täter stiegen über den Balkon und verschafften sich gewaltsam Zutritt über die Balkontür. In der Wohnung wurden die Räumlichkeiten durchsucht und Schmuck sowie Uhren im Gesamtwert von mehreren zehntausend Euro entwendet. Der oder die Täter flüchteten im Anschluss mit der Tatbeute unerkannt in unbekannte Richtung. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Oettingenstraße, Dianastraße, Englischer Garten (Lehel) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,2
"Einbruch in Reihenhaus – Laim Am Mittwoch, 22.11.2023, zwischen 10:50 Uhr und 18:50 Uhr, wurde durch ein oder mehrere bislang unbekannte Täter in ein Reihenhaus eingebrochen. Der oder die Täter öffneten gewaltsam die Terrassentüre und verschafften sich so Zutritt in das Haus. Dort durchsuchten sie die Räumlichkeiten und entwendeten Schmuck im Wert von über hundert Euro. Anschließend flüchteten der oder die Täter unerkannt in unbekannte Richtung. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Valpichlerstraße, Stroblstraße (Laim) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten?Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen. Hinweis Ihrer Münchner Polizei: Schon mit einfachsten Vorsichtsmaßnahmen können Sie das Risiko eines Einbruchs in Ihre Wohnung vermindern. Verschließen Sie alle Wohn- und Eingangstüren sowie alle Fenster (auch gekippte Fenster sind für Einbrecher oft in wenigen Sekunden zu öffnen)! Verstecken Sie niemals ihren Wohnungsschlüssel (beinahe alle Verstecke wie im Blumenkübel oder unter der Fußmatte sind dem Einbrecher bekannt)! Während längeren Abwesenheiten (z.B. Urlaub, Geschäftsreise) sind Hinweise, die dem Einbrecher verraten, dass ihre Wohnung zurzeit nicht bewohnt wird, unbedingt zu vermeiden (z.B. geschlossene Jalousien zu jeder Tages- und Nachtzeit oder nicht geleerte Briefkästen)! Weitere wichtige Hinweise finden Sie in unseren polizeilichen Informationsbroschüren und im Internet unter www.polizei-beratung.de. Für eine kostenlose Beratung zum Einbruchschutz stehen Ihnen unsere Experten des Präventions- und Opferschutzkommissariat K 105 zur Verfügung. Wir bitten Sie, Ihre Anfragen über die E-Mail-Adresse beratungsstelle-muenchen@polizei.bayern.de zu stellen.",25,2
"Gefährdung des Straßenverkehrs – Sendling Am Mittwoch, 22.11.2023, gegen 19:30 Uhr, fuhr ein 64-Jähriger mit Wohnsitz in München in einem Pkw Audi auf dem Luise-Kieselbach-Platz stadteinwärts. An der Kreuzung zur Waldfriedhofstraße wollte er in diese nach links abbiegen. Er befand sich dabei auf dem äußerst rechten, der insgesamt drei Fahrstreifen. Aus bislang ungeklärter Ursache verlor er die Kontrolle über das Fahrzeug und kam bei dem Abbiegevorgang nach rechts von der Fahrbahn ab. Hierbei erfasste er mit dem Pkw einen 29-Jährigen mit Wohnsitz in München, welcher als Fußgänger an der dortigen Ampel wartete. Er wurde bei dem Zusammenstoß in die nahegelegene Grünfläche geschleudert und verletzt. Der 29-Jährige wurde vor Ort vom Rettungsdienst behandelt. Der 64-Jährige steuerte das Fahrzeug ebenfalls in den Grünstreifen und prallte dort gegen einen Baum. Der Baum wurde dabei aus seinem Wurzelwerk gerissen und knickte um. Der 64-Jährige blieb bei dem Unfall unverletzt. Am Pkw entstand ein Schaden von mehreren tausend Euro. Bei der im Anschluss erfolgten Unfallaufnahme konnte festgestellt werden, dass der 64-Jährige alkoholisiert war. Der Führerschein wurde sichergestellt und eine Blutentnahme angeordnet. Der Pkw musste abgeschleppt werden. Der 64-Jährige wird nun wegen Gefährdung des Straßenverkehrs angezeigt. Die weiteren Ermittlungen in dem Fall führt die Münchner Verkehrspolizei.",7,1
"Staatschutzrelevantes Delikt – Moosach Am Montag, 20.11.2023, gegen 23:50 Uhr, befanden sich ein 27-Jähriger mit Wohnsitz in München, und zwei weitere unbekannte Personen an der U-Bahnhaltestelle Olympia-Einkaufzentrum. Im dortigen Sperrengeschoss wurden sie von einem 35-Jährigen mit Wohnsitz in München, verbal mit ausländerfeindlichem Inhalt beleidigt. Zudem zeigte er mehrfach den Hitlergruß. Die zwei unbekannten Personen, sowie der 27-Jährige entfernten sich anschließend von der Örtlichkeit und letzterer verständigte die Polizei. Der 35-Jährige Täter konnte aufgrund der Personenbeschreibung in der näheren Umgebung festgestellt werden. Er wurde zur weiteren Sachbearbeitung zu einer Polizeidienststelle verbracht. Aufgrund seiner deutlichen Alkoholisierung wurde er zunächst in Gewahrsam genommen. Nach Benennung eines Zustellungsbevollmächtigten wurde er am nächsten Tag wieder entlassen. Das Kommissariat K44 (politisch motivierte Kriminalität) hat die weiteren Ermittlungen übernommen.",10,3
"Verkehrsunfall zwischen Pkw und Kraftrad; eine Person verletzt – Forstenried Am Dienstag, 21.11.2023, gegen 06:45 Uhr, fuhr ein 17-Jähriger mit Wohnsitz in München mit einem Kraftrad die Drygalski-Allee in Richtung Herterichstraße. Zeitgleich fuhr eine 42-Jährige mit Wohnsitz im Landkreis Bad Tölz mit einem Pkw Hyundai vom rechten Fahrbahnrand auf der Drygalski-Allee an. Es kam dadurch zur Kollision zwischen dem Pkw und dem Kraftrad. Der 17-Jährige stürzte und wurde dabei schwer verletzt. Er wurde vom Rettungsdienst in ein Krankenhaus gebracht. Der Sachschaden beläuft sich auf über zehntausend Euro. Die Drygalski-Allee musste in diesem Bereich für circa zwei Stunden gesperrt werden. Es kam zu erheblichen Verkehrsbehinderungen. Da der 17-Jährige über keine erforderliche Fahrerlaubnis verfügt wurde er wegen Fahren ohne Fahrerlaubnis angezeigt. Ebenfalls wird gegen den Halter des Kraftrads aufgrund des Vergehens des Ermächtigens zum Fahren ohne Fahrerlaubnis ermittelt. Die weiteren Ermittlungen werden von der Münchner Verkehrspolizei geführt.",19,1
"Verkehrsunfall zwischen Pkw und Fußgänger; eine Person verletzt – Trudering Am Dienstag, 21.11.2023, gegen 18:30 Uhr, fuhr ein 81-Jähriger mit Wohnsitz in München mit einem Pkw BMW die Friedenspromenade in Richtung Wasserburger Landstraße, in welche er nach rechts einbog. Zeitgleich überquerte ein 30-jähriger Pole ohne festen Wohnsitz in Deutschland die Wasserburger Landstraße zu Fuß auf der dortigen Fußgängerfurt. Beim Abbiegevorgang des 81-Jährigen kam es zum Zusammenstoß zwischen dem Pkw und dem Fußgänger. Der 30-Jährige stürzte daraufhin zu Boden und verletzte sich hierbei. Er wurde vom Rettungsdienst in ein Krankenhaus gebracht. Für die Dauer der Unfallaufnahme kam es zu leichten Verkehrsbehinderungen. Die weiteren Ermittlungen werden von der Münchner Verkehrspolizei geführt.",15,1
"Fahrer auf gestohlenem Kraftrad entzieht sich Verkehrskontrolle – Obergiesing Am Samstag, 18.11.2023, gegen 03:15 Uhr wollte eine Polizeistreife im Bereich der Tegernseer Landstraße den Fahrer eines Kraftrads einer Kontrolle unterziehen. Der Fahrer entzog sich dem, indem er mit hoher Geschwindigkeit die Tegernseer Landstraße stadtauswärts fuhr. Dabei missachtete er u.a. das Rotlicht einer Ampel. Im Bereich einer Baustelle im Perlacher Forst konnte der Flüchtende schlussendlich angehalten werden. Es handelt sich bei ihm um einen 21-jährigen Rumänen ohne festen Wohnsitz in Deutschland. Dieser leistete bei der Festnahme erheblichen Widerstand und verletzte dadurch eine Polizeibeamtin. Im weiteren Verlauf stellte sich heraus, dass sowohl das Kraftrad als auch das angebrachte Kennzeichen gestohlen waren. Der 21-Jährige wird nun u. a. wegen des Diebstahls des Kraftrads und des Kennzeichens und Widerstand gegen Vollstreckungsbeamte angezeigt. Außerdem stehen zahlreiche Verstöße gegen die Straßenverkehrsordnung im Raum. Der 21-Jährige wurde nach erfolgter Anzeigenbearbeitung der Haftanstalt überstellt und anschließend vom Ermittlungsrichter entlassen. Die Ermittlungen in dem Fall übernimmt die Münchner Verkehrspolizei in Zusammenarbeit mit der Münchner Kriminalpolizei.",17,1
"Versuchte Vergewaltigung – Altstadt Am Dienstag, 21.11.2023, in der Zeit von 05:50 Uhr bis 06:00 Uhr, wurde eine 47-jährige Marokkanerin ohne festen Wohnsitz in Deutschland im Untergeschoß des Karlsplatzes, wo sie sich zum Schlafen hingelegt hatte, von einer männlichen ihr unbekannten Person zum Geschlechtsverkehr aufgefordert. Der Unbekannte legte sich zunächst neben die 47-Jährige. In der Folge forderte er diese auf, mit ihm den Geschlechtsverkehr zu vollziehen. Als sie der Aufforderung nicht nachkam, kam es zu einem verbalen Streit. Im weiteren Verlauf ging der Unbekannte die 47-Jährige massiv körperlich anging und bedrohte sie verbal. Erst als eine unbeteiligte Person hinzukam, ließ der unbekannte Täter von der 47-Jährigen ab und flüchtete in unbekannte Richtung. Die 47-Jährige wurde anschließend in ein Krankenhaus gebracht. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 15 (Sexualdelikte) der Münchner Kriminalpolizei. Der Täter wird wie folgt beschrieben: Männlich, ca. 1,70 m groß, sehr schlank, dunkelhäutig, laut eigenem Bekunden Somalier, krause dunkle kurze Haare, krauser dunkler Kinn- und Backenbart, auffällige circa zwei Zentimeter große Narbe im Bereich des linken Wangenknochens Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Untergeschoß Karlsplatz (Altstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 15, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,3
"Raubdelikt – Maxvorstadt Am Dienstag, 21.11.2023, gegen 23:40 Uhr, gingen vier Jugendliche (zwei 16-Jährige und ein 17-Jähriger, jeweils mit Wohnsitzen in Starnberg, sowie ein 16-Jähriger mit Wohnsitz im Landkreis München) durch die Fußgängerunterführung im Bereich der Von-der-Tann-Straße. Dort trafen sie auf eine größere Personengruppe, von welcher sie unvermittelt umringt wurden. Weiterhin wurden sie aufgefordert, ihre Wertsachen auszuhändigen. Während die zwei 16-Jährigen vor Ort stehenblieben, ergriffen der 17-Jährige und der 16-Jährige die Flucht. Die komplette Tätergruppe folgte ihnen daraufhin und konnte sie erneut stellen. Die bislang unbekannten Täter forderten die beiden nochmals auf ihre Wertsachen auszuhändigen. Dabei soll einer der handelnden Täter eine Schusswaffe unter seiner Jacke mitgeführt haben soll und auch verbal damit gedroht haben diese einzusetzen. Im weiteren Verlauf händigten der 17-Jährige und der 16-Jährige einen Bargeldbetrag im unteren dreistelligen Bereich aus. Anschließend flüchtete die Tätergruppe fußläufig in unbekannte Richtung. Die beiden zurück gebliebenen 16-Jährigen verständigten den Notruf der Polizei. Eine sofort eingeleitete Fahndung erbrachte keine Hinweise auf die Täter. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 21 (Raubdelikte) der Münchner Kriminalpolizei. Die Täter werden wie folgt beschrieben: Circa 15 – 20 männliche Jugendliche, u.a. nordafrikanischer Phänotyp, circa 16 – 25 Jahre alt, teilweise mit schwarzen Sturmhauben maskiert. Haupttäter (Bedrohung mit Schusswaffe): Männlich, ca. 18 – 25 Jahre alt, ca. 1,90 m groß, nordafrikanisches Aussehen, schwarzes mittellanges krauses Haar, bekleidet mit einer grünen Weste, rotem Pullover und schwarzer Hose. Weiterer Täter: Männlich, ca. 18 – 25 Jahre alt, ca. 1,80 m – 1,85 m groß, schlanke Statur, schwarze lange Haare die zu einem Zopf gebunden waren, bekleidet mit einer schwarzen Jacke und grüner Jogginghose. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Von-der-Tann-Straße, Königinstraße, Hofgarten (Maxvorstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 21, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",3,3
"Falschgeld – Untermenzing Eine 83-Jährige mit Wohnsitz in München inserierte in einer Zeitung ein Verkaufsangebot ihres Grundstücks. Daraufhin meldete sich am Freitag, 10.11.2023, eine bislang unbekannte Person telefonisch bei ihr und täuschte Kaufinteresse vor. Um seine Kaufabsicht zu bestärken, gab er an, die Bezahlung in Bar leisten zu wollen. Dazu wurde die 83-Jährige gebeten, einen Teil der Geldscheine des unbekannten Täters zu wechseln. Da der 83-Jährigen diese Verfahrensweise seltsam vorkam, verständigte sie die Polizei. Augenscheinlich ging sie aber auf den Vorschlag des unbekannten Täters ein und vereinbarte mit ihm einen Termin zur Geldübergabe. Am Donnerstag, 16.11.2023, gegen 17:20 Uhr, sollte es zu der Geldübergabe kommen. Bei dem Anwesen der 83-Jährigen konnte durch zivile Kräfte der Polizei eine 22-jährige Niederländerin ohne festen Wohnsitz in Deutschland festgestellt und kurz darauf festgenommen werden. Sie trug eine größere Summe an gefälschtem Bargeld mit sich. Zudem konnte im Umfeld ein 26-jähriger Franzose ohne festen Wohnsitz in Deutschland in einem Pkw festgestellt werden, welcher die 22-Jährige zum Tatort begleitet hatte. Als die zivilen Kräfte versuchten den 26-Jährigen mit seinem Pkw anzuhalten, entzog sich dieser zunächst der Maßnahme und flüchtete. Kurz darauf konnte er jedoch von der Polizei gestellt und festgenommen werden. Beide Täter befinden sich in Untersuchungshaft. Der unbekannte Anrufer konnte noch nicht ermittelt werden. Die weiteren Ermittlungen in diesem Fall führt die Münchner Kriminalpolizei. Warnhinweis: Die Münchner Polizei warnt vor dem Auftreten von Geldwechselbetrügern. Insbesondere ältere Menschen werden gebeten, Vorsicht walten zu lassen und auf der Straße und bei Verkaufsgeschäften keinen Geldwechselwünschen unbekannter Personen nachzukommen.",23,2
"Pkw erfasst Fußgänger und flüchtet; eine Person verletzt – Bogenhausen Am Sonntag, 19.11.2023, gegen 05:30 Uhr, war eine 23-Jährige mit Wohnsitz in München zu Fuß auf der Richard-Strauss-Straße unterwegs. Auf Höhe der Hausnummer 53 wollte sie die Straße in westliche Richtung überqueren. Zeitgleich fuhr ein unbekannter Fahrer in einem Pkw auf der Richard-Strauss-Straße in Richtung des Englischen Gartens. Dieser erfasste die 23-Jährige mit der vorderen rechten Pkw-Seite als sie auf die Straße trat. Die 23-Jährige stürzte daraufhin zu Boden. Der unbekannte Pkw-Fahrer entfernte sich im Anschluss von der Unfallstelle ohne anzuhalten und ohne seinen gesetzlichen Pflichten nachzukommen. Eine unbeteiligte Passantin bemerkte den Unfall und verständigte den Rettungsdienst. Die 23-Jährige wurde verletzt und musste zur weiteren Behandlung in ein Krankenhaus gebracht werden. Die Passantin gab an, dass es sich bei dem flüchtigen Pkw um ein beiges Taxi handelte. Die weiteren Ermittlungen übernimmt die Münchner Verkehrspolizei. Zeugenaufruf: Personen, die sachdienliche Hinweise zum Unfallhergang machen können, insbesondere zum unfallflüchtigen Fahrer bzw. dessen Pkw, werden gebeten, sich mit dem Unfallkommando, Tegernseer Landstraße 210, 81549 München, Tel.: (089) 6216-3322, in Verbindung zu setzen.",13,1
"Sachbeschädigung durch Brandlegung – Berg am Laim Am Samstag, 18.11.2023, gegen 23:00 Uhr, wurde die Feuerwehr alarmiert, dass in einer Parkanlage in der Virgilstraße ein Unterstand brennt. In dem Unterstand konnten Reste eines Lagerfeuers entdeckt werden. Das Feuer hatte auch eine dort befindliche Sitzgelegenheit aus Holz erfasst und beschädigt. Das Feuer wurde durch eine unbekannte Person gemeldet und im Umfeld konnten durch die hinzugerufene Polizei auch keine weiteren Personen festgestellt werden. Das Feuer wurde schnell gelöscht. Der Sachschaden beläuft sich auf mehrere hundert Euro. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 13 (Branddelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Virgilstraße, Hansjakobstraße, Ellingerweg (Berg am Laim) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 13, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",14,1
"Einbruch in Einfamilienhaus – Bogenhausen Am Freitag, 17.11.2023, gegen 19:45 Uhr, wurde in einem Wohngebäude ein stiller Alarm ausgelöst, woraufhin ein Sicherheitsdienstmitarbeiter zu dem Einfamilienhaus fuhr. Als er vor Ort eintraf, waren der oder die bislang unbekannten Täter bereits in unbekannte Richtung geflüchtet. Der Sicherheitsdienstmitarbeiter verständigte daraufhin den Notruf der Polizei. Nach ersten Ermittlungen gelangten ein oder mehrere unbekannte Täter in das Einfamilienhaus, indem sie gewaltsam durch ein Fenster eindrangen. Es wurde Schmuck im Wert von mehreren tausend Euro entwendet. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im Zeitraum Freitag, 17.11.2023, zwischen 19:30 Uhr und 20:10 Uhr im Bereich der Chamissostraße, Mauerkircherstraße, Flemingstraße (Bogenhausen) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",13,2
"Einbruch in Wohnung – Schwabing Am Samstag, 18.11.2023, gegen 00:20 Uhr, bemerkte ein 65-Jähriger mit Wohnsitz in München, dass in seine Wohnung eingebrochen worden war. Er verständigte den Polizeinotruf 110. Nach ersten Ermittlungen gelangten ein oder mehrere unbekannte Täter in die Wohnung, indem sie gewaltsam durch eine Balkontüre eindrangen. Sie entwendeten Bargeld in Höhe von mehreren tausend Euro sowie Schmuck. Im Anschluss flüchteten sie unerkannt in unbekannte Richtung. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im Zeitraum Freitag, 17.11.2023, gegen 18:30 Uhr bis Samstag, 18.11.2023, gegen 00:20 Uhr im Bereich der Dietlindenstraße, Kunigundenstraße, Ungererstraße (Schwabing) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",12,2
"Einbruch in Wohnung – Moosach Am Samstag, 18.11.2023, gegen 19:30 Uhr, stellte eine 59-Jährige fest, dass in ihrer Wohnung in München eingebrochen worden war. Sie verständigte sofort den Notruf der Polizei. Nach ersten Ermittlungen gelangten ein oder mehrere unbekannte Täter in die Wohnung, indem sie gewaltsam durch ein Fenster eindrangen. Es wurde Schmuck im Wert von mehreren tausend Euro entwendet. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im Zeitraum Samstag, 18.11.2023, zwischen 14:30 Uhr und 19:30 Uhr im Bereich der Thorner Straße und der Torgauer Straße Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",10,2
"Einbruch in Wohnung – Hadern Am Sonntag, 19.11.2023, gegen 00:35 Uhr, stellte ein 54-Jähriger fest, dass in seine Wohnung in München eingebrochen worden war. Er verständigte sofort den Notruf der Polizei. Nach ersten Ermittlungen gelangten ein oder mehrere unbekannte Täter in die Wohnung, indem sie gewaltsam durch ein Fenster eindrangen. Es wurde Bargeld in Höhe von mehreren tausend Euro entwendet. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im Zeitraum Samstag, 18.11.2023, 10:15 Uhr und Sonntag, 19.11.2023, 00:35 Uhr im Bereich der Rudolf-Zenker-Straße und der Prälat-Wellenhofer-Straße Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",20,2
"Körperverletzungsdelikt – Maxvorstadt Am Sonntag, 19.11.2023, gegen 18:40 Uhr, befand sich ein 20-Jähriger mit Wohnsitz im Landkreis Mühldorf am Inn im Alten Botanischen Garten. Dort konnte er beobachten wie eine Frau von zwei Männern belästigt wurde. Der 20-Jährige ging dazwischen, sodass die Frau die Örtlichkeit verlassen konnte. Anschließend setzte auch der 20-Jährige seinen Weg fort. Kurz nach dem Vorfall wurde er von hinten von den beiden bislang unbekannten Männern angegriffen. Dabei erlitt er Verletzungen am Kopf und ging daraufhin zu Boden. Die zwei bislang unbekannten Täter flüchteten in Richtung Bayerstraße. Der 20-Jährige entfernte sich anschließend von der Tatörtlichkeit und ließ im weiteren Verlauf über Dritte den Notruf verständigen. Eine sofort eingeleitete Fahndung erbrachte keine Hinweise auf die Täter. Der 20-Jährige wurde vom Rettungsdienst in ein Krankenhaus gebracht. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 24 (Körperverletzungsdelikte) der Münchner Kriminalpolizei. Die Täter werden wie folgt beschrieben: Männlich, ca. 1,80 m groß, südeuropäisches/nordafrikanisches Erscheinungsbild, einer davon bekleidet mit einem schwarzen Nike-Anzug mit grauen Streifen, der andere bekleidet mit einem roten Pullover Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Prielmayerstraße, Alter Botanischer Garten, Elisenstraße (Maxvorstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 24, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",3,3
